"","win60s","RunName","drowsy","Event_ID","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"36",36,"A_M1001YM01_1S1RNA",FALSE,311,-1.0547,-1.8017,-2.2412,-1.89005,-0.615485,-0.83495,-1.582,-2.7685,-1.582,-1.1865,-1.2744,-1.9992,-2.527,-1.604,-0.81341,-1.6036,-1.6913,-1.9995,-1.2305,-1.7578,-1.7578,-1.73565,-2.1094,-1.7578,-1.7139,-1.4941,-0.8789,-0.878855,-1.80085,-0.791055,-0.43932,1.95555,-0.81358,-1.53785,-1.0107,-0.41778,0.593125,-0.681275,0,-0.79101,-0.21972,-0.26367,-0.70329,-0.8789,-0.08789,-0.65917,-1.4941,-0.57128,-0.0436445,-0.46168,-0.35156,-0.41739,-0.28551,-0.8789,-0.65917,-1.0547,-1.16455,-0.74706,-0.0659175,-0.021672,-0.08789
"37",37,"A_M1001YM01_1S1RNA",FALSE,311,-0.83495,-0.83495,-0.35156,-0.768735,-1.0986,-1.3183,0.13209,-0.35156,-0.43945,-1.0547,-1.033,0,0,-1.0986,-1.4502,-0.37323,-0.81298,-0.43945,-0.43945,-0.52734,-0.57128,-0.92284,-0.8789,-1.0547,-1.0547,-0.8789,-0.83495,-0.57128,-1.0107,-0.92284,-0.8789,-0.944815,-1.0107,-0.43945,-0.35156,-0.74706,-0.74706,-0.70312,-0.8789,-0.8789,-0.8789,-0.81298,-1.05495,0.26337,0.153805,0,0.26367,0.26367,-1.75735,-0.70312,-0.96679,-0.48339,-0.21972,0.92284,-0.48339,-0.8789,-0.593255,-0.74706,-0.13183,-0.21972,0
"38",38,"A_M1001YM01_1S1RNA",FALSE,311,0.35113,-1.010615,-0.241695,-0.1319635,0.74706,-0.70312,-0.769035,-0.6372,-1.7578,-1.3841,-2.1972,-1.3183,-1.2305,-2.0654,-2.1094,-1.9999,-2.17525,-1.9557,-0.17578,-1.2305,-1.47225,-1.626,-1.45035,-1.4502,-2.0215,-1.1865,-1.582,-1.9775,-1.38455,-1.1865,-1.64795,-1.7139,-0.83495,-0.08789,-0.48339,-1.2524,-0.769035,-1.12015,-0.70355,-0.52734,-0.35113,-1.6907,-1.626,-0.48339,-0.74706,-0.83495,-1.1864,-1.0107,-0.417475,-1.3623,-0.96679,-0.769035,-0.61523,-0.74706,-1.1426,-1.1865,-1.0107,-0.944815,-0.8789,-0.659605,-0.57128
"39",39,"A_M1001YM01_1S1RNA",FALSE,311,-0.57128,-1.3183,-1.2305,-1.1426,-1.0107,-0.63733,0.2635,-0.417305,-1.0547,-1.5381,-0.90087,-0.74706,-0.96679,-0.96679,-0.96679,-0.96679,-0.54931,-0.74706,-0.74706,-1.582,-0.96679,-0.59369,-0.3731,-0.8789,-0.48322,-0.74706,-0.65917,-0.54901,-1.4062,-1.25245,-1.5602,-0.52734,0.46099,-0.26367,-0.8789,-0.92284,-0.83495,-0.83495,-1.4502,-0.57128,-0.46142,-0.96679,-0.96679,0.043945,-0.79101,-1.1206,-0.92284,-0.46142,-0.3955,0.13183,-0.79101,-0.83495,-0.83495,0.043945,0.30761,0.26367,-1.2305,-0.92284,-0.21972,-0.30761,-0.30761
"40",40,"A_M1001YM01_1S1RNA",FALSE,311,-0.35156,-1.2305,-0.08789,-0.70312,-0.30761,-0.43945,-0.79101,-0.26367,-0.26367,-0.747065,-0.285385,-0.61523,-1.0986,-0.52734,-0.57128,-1.5381,-1.4941,-1.0986,-1.0547,-0.329585,-0.59283,-0.65917,-0.65917,-0.65917,-0.70312,-0.70312,-0.74706,-0.74706,-1.2305,-1.2305,-0.48339,-0.26367,-0.57128,-1.1865,-0.92284,-1.66985,-0.3955,-0.21972,-0.65917,-1.5157,-2.4609,-2.5708,-1.4726,-0.43945,-1.4941,-0.83495,-1.6698,-1.4726,-0.26367,-1.6698,-1.07665,-0.72509,-1.9116,-0.988745,-1.5381,-1.4502,-0.96679,-1.5381,-1.2305,-1.2305,-1.1865
"41",1,"A_M1001YM01_2S2RNA",FALSE,101,-0.92284,-0.92284,-0.92284,-0.92284,-0.92284,-0.92284,-0.96679,-0.96679,-1.0986,-5.8447,-6.1523,-6.5917,-7.73435,-7.1191,-31.794,-106.98,-38.694,-46.0765,-115.97,-206.41,-240.29,-86.3295,47.329,91.493,45.7245,3.49365,-1.604,-0.878915,-1.4941,-1.582,-1.7578,-2.28515,-2.43895,-3.7353,-2.7246,-2.83445,-1.62595,-1.9775,-1.8237,-1.49415,-1.73585,-1.29635,-1.4502,-2.65865,-2.417,-1.4941,-1.1426,-2.2192,-2.0215,-2.28515,-1.8457,-1.1865,-1.29635,-0.79101,-0.52734,-0.83495,-0.0439475,-0.263665,-0.26367,-0.175775,-0.30761
"42",2,"A_M1001YM01_2S2RNA",FALSE,111,-0.48339,-0.52734,-0.79101,-0.637205,-0.21972,0.35156,0.13184,-0.26367,0.43945,0.57128,0.043945,-1.2304,-1.38425,-1.4062,-2.0874,-0.26367,0.109864,0.46143,-1.0107,-1.8017,-2.7905,-2.3071,-2.92235,-1.5381,-3.22995,-2.2412,0.46142,-0.81298,-0.61523,-0.85692,-1.1865,-0.17578,-1.47215,-2.10935,-1.3623,-1.604,-1.3183,-0.791,-2.9883,-2.0874,-0.527345,-0.043945,-0.395505,0.329585,-1.0986,-1.07665,-1.47215,-1.86765,0.26367,-0.483395,-1.8237,-0.593265,-0.65917,-1.2744,-0.725085,0.461415,-1.1206,-1.4062,-2.26315,-0.878905,-0.61523
"43",3,"A_M1001YM01_2S2RNA",FALSE,111,-0.21972,-1.3623,-0.681145,-0.96679,-0.0878995,-0.43945,-2.72455,-3.09815,-0.17578,0.37353,0.54932,0.0219565,-1.05000000000001e-05,-1.2085,-1.2304,-0.79101,-0.65917,0,-0.3955,-0.153825,0.966805,0.439435,-1.5161,-3.186,-1.88965,-1.14255,-1.5381,-0.57128,0.329565,0.35156,-0.307605,-0.4834,-0.43945,-1.1865,-1.1865,-1.9336,-0.92284,-0.087906,-0.21972,-1.1206,-0.65917,-1.53805,-1.0547,-0.72509,-1.03275,-0.83495,-0.54931,-0.52734,-0.263685,-1.626,-1.582,-1.9775,-1.7139,-1.5381,0,-0.417465,-0.65917,-0.3955,-0.0659285,-0.48338,-0.21972
"44",4,"A_M1001YM01_2S2RNA",FALSE,103,-0.96678,-0.593245,-1.582,-2.0654,-2.0654,-1.9336,-2.0215,-0.74706,-0.79101,-1.0327,-0.92284,-0.83495,-1.0107,-0.98876,-1.1865,-1.0986,-1.3623,-1.9775,-2.65865,-1.6699,-0.21972,-1.1426,-0.417485,0.26367,1.25245,0.61523,-0.153805,-2.39505,-1.47215,-1.7578,-2.35105,-1.86765,-1.4502,-0.72509,-2.0215,-1.3623,0.85695,0.153785,-1.16455,-0.57128,-1.16455,-1.7578,-2.0654,-0.79101,-0.900885,-1.1426,-0.79101,-0.57128,-0.8789,-1.1426,-1.1426,-1.0986,-1.25245,-1.07665,-1.95555,-1.07665,-1.64795,-1.6699,0.13183,-0.351585,-0.3955
"45",5,"A_M1001YM01_2S2RNA",FALSE,102,-0.74706,-0.74706,-2.373,-1.7578,-1.60935e-05,2.7026,4.5044,5.38325,5.8227,7.97605,6.98725,5.6909,5.69085,3.40575,3.6694,6.1523,6.3281,6.416,8.1738,6.6357,7.22895,8.89885,8.789,6.7236,5.9326,4.8779,3.6474,3.999,5.3613,6.2402,7.4706,8.0859,7.207,6.2402,4.68005,5.4052,5.9326,7.9101,8.2177,4.48235,4.2407,4.68015,5.8886,4.0429,4.8559,8.3056,8.28365,7.4926,6.8774,5.9545,5.4492,5.86665,7.47065,6.1523,4.8779,7.00925,5.91065,7.44865,6.61365,5.4052,6.372
"46",6,"A_M1001YM01_2S2RNA",FALSE,105,4.6142,4.17475,3.86715,6.8554,8.2836,6.1084,3.47165,0.417455,0.81302,0.8789,0.593255,-0.307625,-0.74706,-1.2744,-0.747075,-0.17578,0.35156,-0.0219725,-0.35156,-0.3955,-0.70312,-1.1426,-1.16455,-0.96682,-0.43945,0,-0.13183,0.17578,0.30761,0.10986,0.70312,0.08789,1.4282,1.2305,1.2305,0.26367,-1.4941,-1.0107,-1.0107,-0.79101,0.922825,1.2305,0.769035,0.92284,0.9448,-1.8457,-3.999,-29.5095,-277.03,-341.21,-252.245,-3.8889,1.93365,4.35055,5.38325,2.08745,-0.021951,0.417425,1.0107,0.32951,0.57128
"47",7,"A_M1001YM01_2S2RNA",FALSE,105,-0.8789,-0.96679,-0.307595,-0.3516,-0.35155,-1.5161,-4.5263,-9.602,-21.1595,-25.664,-21.7305,-17.2925,-19.5555,-21.423,-19.5555,-20.5665,-17.842,-9.93135,0.5933,0.615235,-3.42775,-2.5488,-2.8345,-3.8672,-3.6035,-2.7026,-1.582,0.131795,0.19774,3.80125,6.1084,6.7675,5.3613,4.68015,2.1313,1.6699,5.31735,3.05415,2.59275,2.52685,5.0976,3.95505,4.32865,5.5151,5.625,4.9438,5.09765,6.2841,6.5477,6.0644,4.2626,3.66945,4.5703,5.3613,6.9433,5.8007,4.02095,4.1089,4.6142,3.2739,2.8125
"48",8,"A_M1001YM01_2S2RNA",FALSE,106,0.1758,-2.5488,-1.9775,0.37353,-1.1426,1.1646,1.1865,0.74706,-2.1533,-1.38425,-1.0547,-1.5381,-0.52734,-0.30761,-0.21972,0.3955,0.395485,0.54931,0.30761,1.1426,-1.25245,-3.4717,-3.14205,-0.703175,-0.90086,-1.6699,-1.604,-0.57128,-0.263695,1.4502,2.6367,1.5161,-1.0547,-1.58205,-3.252,-2.52685,0.0658425,1.01075,-1.05000000000001e-05,-10.8545,-18.94,-20.478,-22.478,-19.885,-22.588,-23.005,-18.0175,-7.55855,-4.79,-2.3291,-2.8784,2.02145,2.57075,-0.681145,1.16455,-0.131867,-1.4941,-0.878925,2.6587,9.0527,9.58
"49",9,"A_M1001YM01_2S2RNA",FALSE,106,8.1738,5.9105,4.79,3.36175,2.9883,1.9336,4.8779,7.1191,6.1303,6.48185,5.55905,6.0864,4.4384,4.6142,1.604,0.85692,2.17525,6.5698,9.68985,8.9648,3.208,1.8237,-0.263665,1.4062,0.329575,0.043945,0.90087,-0.68116,-0.74706,-0.74706,0.08789,-0.0439665,-1.4941,-5.05365,-2.81245,2.50485,0.1098505,-0.505375,-1.0547,-0.96679,-0.988695,-0.35156,-0.32962,-0.043913,-0.43945,-0.54931,-0.41753,-0.57128,-1.4062,-2.30715,-2.1094,-3.16405,-2.5708,-2.5049,-1.9336,-2.417,-4.61425,-7.6684,-9.4482,-9.3603,-9.3603
"50",10,"A_M1001YM01_2S2RNA",FALSE,106,-8.8329,-9.7558,-8.2177,-10.459,-7.53655,-7.88815,-7.7343,-7.62445,-8.3715,-11.558,-9.8876,-8.8549,-9.62405,-9.8437,-8.811,-6.0644,-6.6357,-6.6796,-6.78955,-8.3495,-9.93165,-9.7118,-8.61325,-7.3608,-9.86565,-8.2177,-7.8222,-7.8222,-9.8437,-8.7891,-8.9867,-7.86615,-7.55855,-8.1738,-8.50335,-7.7563,-8.1298,-8.9208,-10.283,-9.0966,-8.89885,-8.3715,-9.14055,-9.4262,-9.7997,-8.34955,-7.22895,-4.1748,-2.21905,-1.626,-1.4502,-1.582,-2.7246,-2.9443,-1.0107,-1.5381,-1.38425,-0.65917,-1.1426,-0.72509,-0.52734
"51",11,"A_M1001YM01_2S2RNA",FALSE,202,-0.57128,-1.4502,-1.7798,-1.8017,-2.39495,-2.0873,-0.63719,-0.79101,0.13182,-0.57128,-1.4721,-0.52734,-0.52734,-1.6699,-2.06545,-0.96679,-1.2744,-1.0107,-0.74706,-0.92284,-1.4941,-0.043902255,2.0215,2.43895,0.37352,-1.40625,-0.769025,-0.43945,-0.48339,-0.37353,-0.52734,-0.7251,-1.0547,-1.0547,-0.87891,-1.2525,-1.2744,-1.1865,2.9004,3.3618,4.3725,3.0323,4.4384,4.4384,7.4267,8.72315,7.05315,4.7899,6.5917,5.5371,5.625,5.8886,10.415,8.6352,5.9326,4.6142,6.28405,6.1962,8.02,8.3056,7.3828
"52",12,"A_M1001YM01_2S2RNA",FALSE,203,6.372,6.52585,6.5039,6.3281,7.6464,7.8442,3.164,-2.15000000000007e-05,1.58205,2.28525,-0.0439225,7.69025,4.7021,0.395525,0.61525,-2.46095,-0.70312,2.59295,0.571255,-0.96679,-2.3511,-1.88965,-0.63721,-0.57128,-0.087815,-0.571275,-0.74703,-0.61524,-3.7572,-6.81145,-4.3066,13.4255,-1.53815,-5.9986,-2.59255,-1.3403,4.37255,1.62595,-2.1533,-2.7465,1.36235,0.17578,-0.483395,-0.35156,-0.505365,-0.81298,2.54885,1.07665,0.08789,-2.90035,-3.6914,-3.4057,3.3179,0.39558,-1.010755,-1.69195,-1.2305,-0.92284,-0.571345,-0.043945,-0.043945
"53",13,"A_M1001YM01_2S2RNA",FALSE,203,0.08789,-0.50537,-0.54931,-0.52734,-1.1206,0.63723,0.70328,-0.83495,-3.0322,-3.1201,-2.1094,-0.61523,-1.1425,-1.73585,-1.9336,-2.0654,-2.32905,-2.1094,-1.3623,-1.86765,-2.5488,-1.49405,-2.8125,-2.02135,-1.29635,-1.34035,0.43946,0.17578,-4.0429,-1.09855,-1.1865,-0.746985,-1.4502,-1.16455,-0.10985,1.31835,-0.68116,-1.582,-3.18595,-1.626,-1.6699,-1.3403,-1.2304,-1.62595,-1.582,-1.5381,-1.73585,-1.0986,-1.3183,-1.2744,-0.96679,-1.582,-1.4941,-1.1426,-1.2744,-1.2744,-0.26367,-0.65917,-0.74706,-0.92284,-0.92284
"54",14,"A_M1001YM01_2S2RNA",FALSE,203,-0.30761,0.856925,0.28564,-0.26367,-1.2964,-1.8017,-1.4062,1.42805,0.461495,-0.79101,0.08789,-0.3955,-1.582,-1.3623,-1.0547,-0.68116,1.0328,-0.61523,-0.83495,-0.813,0.417455,-1.0327,-1.1865,-1.62605,-1.582,-0.8789,0.1099245,0,-0.3955,-1.3183,-1.0767,-1.0107,-1.3183,-0.61523,-0.61523,-0.74706,-0.13183,-0.571295,-0.70312,-1.582,-1.5601,-1.1426,-1.2744,-1.1865,-0.52734,0.48339,0.08789,-1.4062,-1.56005,-1.62595,-1.6039,-0.79101,0.28563,-0.57128,-1.4062,-1.34035,-1.626,-1.56005,-1.56005,-1.1865,-1.1865
"55",15,"A_M1001YM01_2S2RNA",FALSE,203,-1.1865,-0.79098,-0.175755,-1.3623,-1.3183,-1.9776,-1.8896,-0.659045,-0.747,0.8789,-0.3955,-1.4062,-2.3291,-2.43895,-1.9775,-0.856925,1.40625,0.131825,-0.08789,-0.74706,-2.6806,-1.1426,-0.65912,-0.57128,-0.681145,-0.681145,-0.52734,-0.79101,-1.1865,-0.65917,-0.70312,-1.0107,-0.70312,-0.83495,-0.61523,-0.61523,-0.65917,-0.61523,-0.351505,-0.13183,-0.30761,0.065853,-0.70312,-0.43945,-0.35156,0.13183,-0.08789,0.21972,-0.74706,-0.593255,-0.57128,-1.0107,-0.35156,-0.505365,-0.48339,-0.43945,-0.3955,-0.3955,-0.10985,-0.043945,-0.08789
"56",16,"A_M1001YM01_2S2RNA",FALSE,204,-0.13183,-0.3955,-0.8789,-1.0986,-1.23045,-0.83495,-0.92284,-1.12055,-0.83495,-0.6372,-0.92284,-1.1206,-1.0327,-1.0986,-1.4502,-0.3955,-0.35156,-0.3955,-0.30761,-0.593265,-0.769025,-1.3622,-1.1865,-1.3183,-3.82325,-4.3945,0.0879114575,1.29625,-0.17578,0.878885,-2.9883,-3.80125,0.54928,0.505365,-2.37315,-1.12055,-2.8125,-2.04345,-0.0879005,0.439405,1.0767,1.626,-2.5928,-3.9331,-3.49365,-1.29635,-1.25245,-0.21972,-0.74706,-1.2744,-1.8896,-2.57075,-2.35105,-2.6806,-2.0215,-2.9663,-3.55955,-3.977,-2.417,-3.7133,-3.0322
"57",17,"A_M1001YM01_2S2RNA",FALSE,205,-3.6035,-3.4277,-4.0869,-3.6474,-2.98825,-3.7573,-3.3398,-2.7685,-3.01025,-3.164,-3.8672,-3.7793,-3.9111,-2.39505,-4.2187,-2.7686,-2.8125,-3.2519,-3.7793,-4.0869,-3.2519,-2.9663,-5.1636,-5.20745,-3.40575,-2.1533,-2.7026,-4.37255,-3.7793,-3.6254,-3.6035,-3.47175,-3.80115,-3.5156,-3.4057,-3.8452,-2.9883,-6.06435,-4.1308,-3.0322,-2.2412,-1.2085,-6.02045,-4.06495,-2.8125,-2.7685,-3.05415,-2.5927,-3.0981,-4.7241,-1.97745,-2.2192,-2.92235,-2.9883,-3.5595,-4.68015,-3.99895,-2.2851,-2.52675,-4.10885,-3.38375
"58",18,"A_M1001YM01_2S2RNA",FALSE,205,-3.5376,-2.5708,-1.582,-4.68025,-3.49365,-3.2082,-2.0434,-3.0981,-3.0761,-3.23,-2.61465,-1.01065,-0.0219725,-1.09855,-1.3623,0.087974,-1.2304,-1.1426,-1.14255,-0.83495,-0.70312,-1.0986,-0.54944,1.1644,0.769035,1.31825,4.7021,4.6801,4.5263,1.8239,1.7799,2.74645,3.3618,4.7241,5.4052,4.2627,3.9111,2.8785,2.7467,4.0648,3.6914,4.74585,5.0097,2.9883,2.4389,3.20795,1.4062,4.15275,5.9326,5.00985,3.95495,2.61465,2.48295,3.4496,5.0097,4.57035,1.582,1.51605,0.527365,1.0768,0.26367
"59",19,"A_M1001YM01_2S2RNA",FALSE,205,0.21972,0.571155,-0.08789,0.08789,-1.0547,-0.43945,-0.17578,-0.48331,-0.48339,-0.74706,-4.85595,-1.8457,-0.79101,-3.36165,-4.5264,-3.8232,-3.186,-2.7465,-2.6367,-2.7246,-2.7905,-4.5044,-4.7022,-3.7793,-3.7793,-2.9883,-2.3731,-1.66975,-7.0313,-4.54825,-3.29595,-3.16445,-3.40565,-4.54835,-2.5049,-4.4384,-4.17485,-3.29605,-3.999,-3.955,-3.44985,-3.0322,-4.6581,-5.3613,-4.04305,-3.3398,-3.2519,-3.40575,-4.15295,-5.2075,-1.8238,-3.6475,-1.9993,-2.5488,-1.4503,-1.3623,-1.86765,-0.681145,-1.0107,-0.48339,-0.61523
"60",20,"A_M1001YM01_2S2RNA",FALSE,206,-0.61523,-0.43945,0.966715,1.2744,0.08789,0.197735,2.35105,2.2192,2.2412,0.527425,-1.8896,-0.65917,1.8457,2.43885,2.15345,1.55995,1.6041,0.61523,0.83495,0.30761,-0.8789,-0.83495,0.087976,-0.131575,-2.54875,-4.1968,-3.16425,-3.1201,-3.2518,-5.64685,-4.78995,-5.07565,-4.8779,-4.5263,-3.164,-2.8125,-2.8125,-8.32755,-8.2617,-7.22895,-3.88905,-3.955,-3.1202,-1.9336,-1.0986,-0.74702,-0.92284,-1.0547,-0.48339,0.26367,-0.08789,-0.90083,0.175675,-0.46138,-0.30761,-0.08789,0.593255,0.48339,1.27425,2.3294,0.94469
"61",21,"A_M1001YM01_2S2RNA",FALSE,301,1.0547,1.0986,6.10815,16.808,33.7055,49.899,52.031,50.493,41.9455,45.9665,55.986,64.3795,217.635,365.995,377.03,59.1585,1.9771,6.5257,5.62535,2.76875,-0.8789,-1.0767,-0.81298,0.0659605,0.26367,-1.47215,-1.7139,-1.6699,-1.6699,-0.72509,-0.94475,-1.0766,-1.3183,-0.59332,-1.2305,-0.92284,-0.79101,-0.65917,-1.25245,-0.52736,-1.1426,-1.64795,-1.1865,-0.307655,-2.4168,-1.1206,-0.28564,-0.30761,0.17578,-1.1206,-1.2525,-2.10945,-2.0215,-1.010825,-0.68119,-0.19775,0.0001502,-0.65917,-1.0986,-1.626,-1.582
"62",22,"A_M1001YM01_2S2RNA",FALSE,304,-1.582,-0.96679,-1.0107,-1.0107,-1.0986,-1.0986,-1.0107,-1.0107,-1.12045,-1.38425,-0.85701,-1.2744,-0.0001285,1.29645,2.2633,4.94365,6.3279,5.9326,3.164,4.4384,4.1308,4.37255,4.1528,4.76805,4.4384,4.6582,3.8672,3.4059,4.4384,5.2733,5.40525,5.0097,1.0986,3.27375,3.6474,1.55995,-0.043945,-1.9116,-2.54895,-5.0095,-11.4255,-19.445,-24.8065,-26.411,-28.323,-26.433,-24.895,-25.4,-25.356,-24.17,-25.5535,-32.19,-28.301,-21.621,-22.06,-25.005,-26.235,-17.402,-2.9219,-1.0108,0.131449375
"63",23,"A_M1001YM01_2S2RNA",FALSE,304,0.747175,-2.35105,-2.0214,-1.47215,-1.2305,-0.57128,-0.08789,0.65917,0.30772,-0.1098635,0.08789,0.13183,0.505235,-0.944815,0.769035,-0.61523,-0.61523,1.0327,-1.4942,-0.74706,-0.11001,0.43945,0.48339,-3.7571,-10.6785,-16.238,-16.4795,-18.435,-20.5005,-19.7535,-17.798,-20.4125,-15.9525,-11.6675,-7.95415,5.317,-3.6473,-4.6582,-0.945075,10.283,11.052,9.1841,6.85555,4.30665,6.8552,7.954,6.9433,5.4272,4.48255,-1.34015,-1.1865,-1.4062,-0.0658745,2.10915,-1.4722,-0.8789,10.986,10.701,8.98645,10.6345,11.601
"64",24,"A_M1001YM01_2S2RNA",FALSE,304,9.9316,3.8012,2.8567,-0.571025,-1.6037,-2.81245,-1.2745,-0.74706,-0.615185,-1.8017,-2.3071,-2.6147,1.18645,1.09855,0.153805,2.373,1.7578,1.0107,0.52734,1.2744,2.6806,1.86765,1.88935,1.9995,1.7139,1.8896,1.8017,1.9336,1.9775,1.47215,2.9883,3.0981,2.373,2.13135,2.2412,1.9996,1.2085,1.626,1.7139,2.7246,2.2851,1.77975,1.9557,1.2743,3.0761,3.208,2.1094,2.6806,3.3398,1.36245,2.8564,3.4277,2.5928,2.5928,2.90025,2.5488,2.6806,2.9883,3.3617,2.2412,2.2412
"65",25,"A_M1001YM01_2S2RNA",FALSE,304,2.2412,3.25205,3.25205,2.7246,1.9337,2.17515,3.31785,3.5377,2.8125,2.5049,2.2411,1.9116,2.4828,1.9556,2.1094,1.010825,1.0107,2.4609,1.97765,1.9775,2.3291,2.5049,1.4282,1.6699,1.8677,2.52695,1.626,2.57075,1.47225,-0.593255,-2.0654,-1.582,-0.834955,-0.966575,0.022122705,-1.38425,-4.04285,-2.26305,-2.2412,-5.3613,-6.3062,-4.1748,-5.7348,-3.07605,-7.27295,-2.35105,-2.92235,-6.196,-5.11965,-4.06505,-4.8119,-6.3721,-2.6806,-3.69135,-6.0644,-1.86765,-1.05475,-1.9995,-0.505365,0.197965,2.79015
"66",26,"A_M1001YM01_2S2RNA",FALSE,306,3.6037,2.417,3.51555,2.8125,1.8896,0.41778,0.21972,0.153935,-1.582,1.69165,-1.4941,0.43945,1.12065,3.274,1.45,1.8896,1.0986,1.25255,2.1972,0.8789,1.1426,1.6698,1.25245,2.1094,1.9116,1.6039,0.79099,0.527295,0.0658745,-0.0438375,-1.0985,0.37345,0.30761,1.0327,0.175695,0.57128,-0.61523,0.21972,-0.17578,-0.17578,-1.8457,-0.96679,-1.4941,-1.71395,-2.61475,-2.04345,-1.8457,-0.922995,-1.0107,-1.7578,-2.4829,-1.7139,-0.48339,-0.57128,-1.4502,-4.3506,-4.19705,-3.4496,-5.3173,-5.07575,-4.74595
"67",27,"A_M1001YM01_2S2RNA",FALSE,306,-7.40535,-6.0645,-4.10885,-5.2953,-4.6141,-3.84525,-7.29485,-7.40475,-3.9109,-5.4274,-4.90005,-5.1416,-6.1519,-7.16305,-4.46025,-5.97665,-5.8227,-4.92185,-5.33965,-4.2627,-5.2072,-6.70175,-3.6474,-6.17425,-4.24045,-2.83445,-8.4816,-5.8447,-3.38385,-5.22955,-3.977,-4.74615,-4.8779,-4.6142,-3.7353,-6.9653,-4.3286,-6.67995,-3.60345,-4.21855,-4.65815,-4.8339,-7.185,-7.64645,-5.58105,-7.119,-5.36125,-6.0205,-6.6798,-3.7353,-3.955,-4.04305,-1.582,-1.71385,-2.50495,-2.1094,-2.92235,-1.53825,-1.2743,-2.7026,-0.856925
"68",28,"A_M1001YM01_2S2RNA",FALSE,308,-2.373,-1.692,-2.92235,-2.417,-2.0435,-1.67005,-1.12075,-1.84555,-1.0107,-0.35169,-0.35156,-4.25000000000009e-05,-0.70312,0.769035,-1.4062,-1.03275,-1.0986,-0.43945,0.26367,0.65917,-0.219785,-3.07595,-4.41645,-14.019,-17.2265,-23.774,-30.3445,-22.83,-14.941,-16.4355,-31.992,-43.858,4.6361,-8.1737,-23.8175,-38.496,-30.367,-24.016,-17.073,-15.7545,-27.2235,-27.729,-17.6665,-1.03275,1.318,1.42835,5.0537,2.2851,3.31785,4.6799,4.3945,4.7677,4.9218,4.87765,5.4272,3.8232,5.3614,4.5261,4.3725,4.4384,4.7021
"69",29,"A_M1001YM01_2S2RNA",FALSE,308,4.4384,3.6914,4.7681,4.0869,3.823,4.5703,5.47115,4.3945,3.5377,4.32845,3.1641,2.0654,-0.92295,0.329715,-1.4281,-2.85645,0.32946,-0.41735,-0.50541,-1.99945,-2.10925,-1.6699,-0.7031,-0.65917,0.13183,0.79088,5.69085,3.55955,2.417,3.3838,4.35055,2.9883,3.4496,5.18555,3.3398,3.31775,4.04305,3.0322,3.6035,3.6914,3.8453,2.6806,2.35125,1.6699,6.28415,3.5156,2.30705,3.53785,3.14205,3.36165,4.702,2.5487,5.6689,5.9765,0.24144,5.8886,6.35005,5.29575,2.3292,3.691,5.9327
"70",30,"A_M1001YM01_2S2RNA",FALSE,311,4.5044,5.0097,0.06574583,4.87815,4.08705,6.262,4.89985,3.03205,3.8672,3.3398,1.4502,3.2735,6.8554,1.0547,3.4277,3.86685,10.9865,1.73605,-2.3287,-0.395765,-1.4282,-0.90087,0.483395,-0.219785,-0.92284,-1.6259,-1.3623,-0.8789,-1.582,-0.8789,-1.626,-1.4941,0.043945,-0.54931,-1.0109,-1.3402,-0.9228,-1.2305,-0.61523,1.01065,0.43945,0.21972,-0.74706,-0.703035,0.0659175,0.13183,4.2915e-05,-0.17565,-0.70312,-0.65917,-0.21972,-0.26367,-0.21972,0.1098815,-0.79101,-0.79101,-0.8789,0.966715,0.96685,-1.0107,-1.4502
"71",31,"A_M1001YM01_2S2RNA",FALSE,311,-1.3623,-0.52734,-1.82385,-1.4282,-2.0215,-3.16415,-1.9995,-2.1094,-1.07665,-1.2305,-1.582,-3.7353,-1.36215,-2.28515,-1.4062,-1.4502,-2.373,-1.9775,-1.73595,-2.2851,-3.18585,-1.05465,-4.7462,-1.0107,-1.23085,-1.0107,-0.48339,-2.3511,-1.9336,-1.6699,-1.6699,-1.0107,-1.0547,-1.8237,-1.80175,-1.4283,-0.65917,-1.40605,-1.5381,-1.6697,-2.8564,-1.626,-0.8789,-1.0547,-0.769035,-1.6699,-1.2744,-1.2744,-2.1533,-1.2744,-1.2744,-1.3183,-1.0986,-0.74706,-0.52734,-0.52734,-0.3955,-1.4502,-1.3623,-1.3623,-1.4062
